Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2015-111339,29/5/15,31/5/15,First Class,VP-21760,43229
US-2016-165505,23/1/16,27/1/16,Standard Class,CB-12535,5408
CA-2015-146696,14/12/15,19/12/15,Standard Class,RD-19480,92105
CA-2017-161592,6/4/17,10/4/17,Standard Class,CS-12175,37421
CA-2014-150798,1/12/14,3/12/14,Second Class,JK-15730,43229
US-2014-104759,31/3/14,4/4/14,Standard Class,DD-13570,60610
US-2014-119137,23/7/14,27/7/14,Standard Class,AG-10900,85705
CA-2015-129042,12/12/15,17/12/15,Standard Class,EM-13960,21215
CA-2015-110247,4/12/15,8/12/15,Standard Class,RH-19555,32303
CA-2014-133389,22/6/14,22/6/14,Same Day,TB-21280,85023
CA-2016-138520,8/4/16,13/4/16,Standard Class,JL-15505,10035
CA-2017-162481,25/9/17,29/9/17,Standard Class,CT-11995,55901
US-2016-100405,26/8/16,28/8/16,Second Class,TS-21430,90045
CA-2015-155054,13/6/15,19/6/15,Standard Class,PS-19045,4240
CA-2015-149846,22/5/15,26/5/15,Standard Class,SB-20185,90045
CA-2017-113705,27/3/17,29/3/17,Second Class,LC-16870,23223
CA-2015-157028,28/11/15,3/12/15,Standard Class,MA-17995,88001
CA-2015-149748,31/5/15,2/6/15,Second Class,EM-13825,7501
CA-2014-106719,24/8/14,24/8/14,Same Day,RB-19645,59102
US-2017-166688,20/5/17,26/5/17,Standard Class,RD-19480,89115
CA-2014-166884,11/3/14,16/3/14,Second Class,CK-12205,43229
CA-2016-124527,16/11/16,17/11/16,First Class,IM-15055,95661
CA-2016-151498,21/4/16,24/4/16,First Class,DN-13690,98115
US-2016-146570,15/5/16,20/5/16,Standard Class,SN-20710,39212
CA-2017-139304,29/1/17,2/2/17,Standard Class,VG-21790,94109
CA-2015-113971,8/5/15,14/5/15,Standard Class,CB-12535,44221
CA-2017-103611,12/9/17,15/9/17,First Class,JM-15535,90036
CA-2017-159884,31/8/17,5/9/17,Standard Class,JF-15490,85281
CA-2014-121286,4/11/14,8/11/14,Second Class,ON-18715,27511
US-2015-109015,6/9/15,12/9/15,Standard Class,BS-11590,10011
CA-2015-122406,2/8/15,5/8/15,Second Class,BE-11455,2908
CA-2017-167080,10/6/17,14/6/17,Standard Class,LC-16930,10011
CA-2017-136007,23/2/17,2/3/17,Standard Class,AC-10615,98115
CA-2015-137603,19/9/15,24/9/15,Standard Class,MH-17290,87505
CA-2016-121223,11/9/16,13/9/16,Second Class,GD-14590,19143
CA-2017-100811,21/11/17,24/11/17,First Class,CC-12475,19143
CA-2017-121300,29/9/17,29/9/17,Same Day,MG-17680,44060
CA-2014-138681,20/12/14,22/12/14,First Class,CT-11995,85705
CA-2017-127922,27/10/17,3/11/17,Standard Class,SH-19975,75081
CA-2014-169649,9/12/14,15/12/14,Standard Class,TS-21205,60653
CA-2014-152618,14/3/14,17/3/14,First Class,RB-19465,60653
CA-2016-156251,13/8/16,18/8/16,Second Class,TS-21160,53214
CA-2016-137050,14/7/16,18/7/16,Second Class,SW-20755,10009
CA-2017-128734,24/12/17,31/12/17,Standard Class,JL-15175,85224
US-2014-166310,21/9/14,23/9/14,First Class,JS-15940,75043
CA-2017-108539,21/3/17,23/3/17,Second Class,SC-20725,90045
CA-2014-119466,15/12/14,21/12/14,Standard Class,SP-20860,60623
US-2017-117331,21/10/17,28/10/17,Standard Class,ND-18370,85301
CA-2014-143336,27/8/14,1/9/14,Second Class,ZD-21925,94109
CA-2017-116715,2/12/17,5/12/17,First Class,VW-21775,94122
CA-2017-121615,3/11/17,9/11/17,Standard Class,DL-12925,55122
CA-2016-131289,8/12/16,14/12/16,Standard Class,SP-20620,94110
CA-2014-100895,2/6/14,6/6/14,Standard Class,SV-20785,30076
CA-2017-166093,17/8/17,24/8/17,Standard Class,RW-19540,94513
CA-2014-126480,20/9/14,24/9/14,Standard Class,HG-14965,92024
CA-2017-108931,14/9/17,19/9/17,Standard Class,HZ-14950,10024
US-2014-141215,15/6/14,21/6/14,Standard Class,KL-16555,78207
CA-2015-132136,8/3/15,12/3/15,Standard Class,FO-14305,60623
CA-2017-112004,25/9/17,28/9/17,First Class,AH-10075,19013
CA-2016-163776,19/7/16,25/7/16,Standard Class,JS-16030,39401
CA-2016-112739,2/9/16,7/9/16,Second Class,RD-19810,77070
CA-2014-140032,8/9/14,13/9/14,Standard Class,TS-21340,94109
CA-2014-113257,16/12/14,18/12/14,Second Class,SC-20305,77705
CA-2017-135279,9/4/17,11/4/17,First Class,BS-11800,10011
CA-2017-106943,14/11/17,19/11/17,Standard Class,FO-14305,10035
CA-2017-158106,4/6/17,10/6/17,Standard Class,CT-11995,55124
CA-2015-165057,11/9/15,15/9/15,Standard Class,SC-20725,92374
CA-2015-165624,23/8/15,28/8/15,Standard Class,FH-14350,30318
CA-2017-122490,13/11/17,18/11/17,Standard Class,TT-21070,98103
CA-2014-166086,7/5/14,12/5/14,Standard Class,CT-11995,1841
CA-2014-138737,7/12/14,10/12/14,First Class,FP-14320,90049
CA-2016-114601,26/8/16,2/9/16,Standard Class,AA-10480,48234
US-2014-115413,26/8/14,1/9/14,Standard Class,PP-18955,19711
CA-2017-122770,13/12/17,18/12/17,Standard Class,EP-13915,94122
CA-2015-130792,28/4/15,5/5/15,Standard Class,RA-19915,77095
CA-2017-164959,11/7/17,15/7/17,Standard Class,KN-16390,90004
CA-2016-101630,19/2/16,23/2/16,Second Class,CK-12760,11561
US-2016-123610,12/5/16,16/5/16,Standard Class,VM-21835,92691
US-2014-111171,26/12/14,31/12/14,Standard Class,CA-12265,60610
US-2017-166324,20/4/17,21/4/17,First Class,BE-11455,44105
CA-2014-141726,20/7/14,22/7/14,First Class,CC-12145,92105
CA-2016-166240,24/6/16,28/6/16,Standard Class,DH-13075,77095
CA-2015-113173,15/11/15,17/11/15,Second Class,DK-13225,60653
US-2016-162859,15/2/16,22/2/16,Standard Class,PG-18820,10009
CA-2015-138674,14/11/15,17/11/15,First Class,KB-16585,97477
CA-2014-118276,29/12/14,2/1/15,Standard Class,MG-17890,60174
CA-2016-112109,8/7/16,12/7/16,Standard Class,JE-15715,80020
CA-2016-130778,19/11/16,25/11/16,Standard Class,ND-18370,11561
US-2017-147221,2/12/17,4/12/17,Second Class,JS-16030,77036
CA-2017-159604,14/4/17,15/4/17,First Class,CL-12700,65807
CA-2017-132185,27/11/17,2/12/17,Standard Class,DB-13615,28806
CA-2016-116526,1/9/16,5/9/16,Standard Class,JA-15970,48227
CA-2015-129112,29/11/15,30/11/15,First Class,AW-10840,75002
CA-2017-118640,20/7/17,26/7/17,Standard Class,CS-11950,60610
US-2017-107384,4/12/17,8/12/17,Standard Class,TP-21130,55901
CA-2017-104731,21/7/17,27/7/17,Standard Class,AM-10705,24153
CA-2016-159737,3/9/16,9/9/16,Standard Class,CS-11950,60610
CA-2017-106180,18/9/17,23/9/17,Standard Class,SH-19975,94122
CA-2016-127250,3/11/16,7/11/16,Standard Class,SF-20200,98270
CA-2017-112725,30/1/17,6/2/17,Standard Class,EH-14125,94110
CA-2015-150770,3/5/15,6/5/15,First Class,LC-16870,94109
CA-2017-147228,9/9/17,14/9/17,Standard Class,SO-20335,38401
CA-2017-115651,9/7/17,12/7/17,First Class,NS-18640,60610
CA-2014-165540,21/2/14,25/2/14,Standard Class,TM-21010,60098
CA-2016-130400,8/3/16,12/3/16,Standard Class,SJ-20125,75217
CA-2015-116687,2/5/15,7/5/15,Standard Class,NC-18625,77095
CA-2017-117156,21/3/17,23/3/17,Second Class,TB-21055,19601
CA-2017-124191,12/6/17,14/6/17,Second Class,TS-21610,60610
CA-2016-162383,5/9/16,11/9/16,Standard Class,MD-17350,43130
CA-2016-104969,8/4/16,14/4/16,Standard Class,EH-14125,45373
CA-2017-129707,25/4/17,29/4/17,Standard Class,LH-16750,85224
CA-2017-165204,13/11/17,16/11/17,Second Class,MN-17935,38109
CA-2017-167626,3/9/17,7/9/17,Standard Class,MY-18295,60623
US-2016-114622,10/4/16,12/4/16,First Class,JR-16210,45503
CA-2015-125934,11/9/15,18/9/15,Standard Class,SN-20560,7501
US-2016-157945,26/9/16,1/10/16,Standard Class,NF-18385,62521
CA-2017-165757,22/6/17,28/6/17,Standard Class,PL-18925,19140
CA-2017-131016,18/9/17,20/9/17,First Class,DC-12850,76017
CA-2016-168557,19/9/16,23/9/16,Standard Class,FH-14275,94122
CA-2017-101308,2/10/17,7/10/17,Standard Class,FG-14260,98105
CA-2014-113320,12/12/14,15/12/14,Second Class,LH-17155,94601
CA-2017-166499,19/3/17,20/3/17,First Class,VG-21805,8701
CA-2014-108182,6/2/14,10/2/14,Second Class,DL-13315,60441
CA-2017-131492,19/10/17,24/10/17,Second Class,HH-15010,94110
CA-2014-124023,7/4/14,10/4/14,First Class,PJ-19015,36608
CA-2015-136700,6/12/15,11/12/15,Second Class,DB-13120,93101
CA-2017-134845,17/4/17,23/4/17,Standard Class,SR-20425,80027
CA-2017-109701,2/12/17,3/12/17,Same Day,AM-10360,90032
CA-2015-110667,4/4/15,8/4/15,Standard Class,NF-18595,10009
CA-2014-134677,6/10/14,10/10/14,Standard Class,XP-21865,92024
CA-2017-158036,8/9/17,14/9/17,Standard Class,DB-13555,43017
CA-2017-128755,4/5/17,8/5/17,Standard Class,MK-18160,23602
CA-2017-111738,3/1/17,7/1/17,Standard Class,CM-12385,94110
CA-2015-137974,16/4/15,18/4/15,First Class,LL-16840,22980
CA-2015-148180,26/7/15,31/7/15,Standard Class,BP-11095,93030
CA-2015-136378,2/4/15,7/4/15,Standard Class,CS-11845,77070
US-2014-164616,19/8/14,21/8/14,Second Class,MS-17770,43229
CA-2017-139311,11/8/17,13/8/17,First Class,SF-20965,76021
US-2017-165358,18/7/17,23/7/17,Standard Class,SV-20365,19134
CA-2016-153346,25/1/16,27/1/16,First Class,TB-21355,7060
CA-2017-164364,12/11/17,16/11/17,Standard Class,CS-12355,98115
CA-2015-144288,25/12/15,31/12/15,Standard Class,MB-17305,37211
CA-2016-123414,21/8/16,27/8/16,Standard Class,SU-20665,27834
CA-2016-116764,27/8/16,2/9/16,Standard Class,EM-13825,33021
CA-2015-111234,18/2/15,22/2/15,Standard Class,AB-10600,90004
CA-2017-101574,28/9/17,4/10/17,Standard Class,BD-11725,90032
US-2017-106145,26/9/17,26/9/17,Same Day,RA-19885,94109
CA-2016-160136,3/11/16,9/11/16,Standard Class,PJ-18835,75217
CA-2016-164490,5/9/16,10/9/16,Second Class,SU-20665,60653
CA-2016-137743,30/7/16,4/8/16,Standard Class,KH-16360,60623
US-2017-161935,14/7/17,18/7/17,Standard Class,JL-15835,43229
CA-2017-103520,23/9/17,25/9/17,First Class,MH-17785,79424
CA-2016-112025,30/7/16,4/8/16,Standard Class,LS-16975,77070
CA-2014-130575,14/12/14,16/12/14,First Class,CS-11845,60623
CA-2016-109365,3/11/16,8/11/16,Standard Class,XP-21865,90049
CA-2017-156958,5/12/17,6/12/17,First Class,PB-18805,98115
CA-2017-110478,4/3/17,9/3/17,Standard Class,SP-20860,90045
CA-2014-163223,21/3/14,25/3/14,Standard Class,KH-16690,22153
US-2017-124926,13/11/17,18/11/17,Second Class,ME-17320,77095
CA-2016-128923,9/12/16,13/12/16,Standard Class,GB-14530,76106
CA-2014-164469,25/6/14,27/6/14,Second Class,GK-14620,97301
CA-2014-135405,9/1/14,13/1/14,Standard Class,MS-17830,78041
CA-2016-109176,9/5/16,15/5/16,Standard Class,JW-16075,19140
CA-2017-121790,30/1/17,6/2/17,Standard Class,LP-17095,60505
CA-2015-123092,3/12/15,7/12/15,Standard Class,JG-15115,28540
CA-2017-137421,6/10/17,11/10/17,Standard Class,AJ-10945,85224
CA-2017-123001,2/9/17,8/9/17,Standard Class,AW-10840,93309
CA-2017-104024,29/8/17,3/9/17,Second Class,MD-17860,19134
CA-2015-148635,25/7/15,27/7/15,Second Class,MH-18025,98115
CA-2017-105445,20/2/17,25/2/17,Second Class,BP-11095,80027
US-2016-108504,5/2/16,5/2/16,Same Day,PP-18955,30080
CA-2014-158771,9/5/14,9/5/14,Same Day,SB-20290,42420
US-2017-126053,5/12/17,8/12/17,First Class,CS-11950,10024
CA-2016-137127,16/6/16,22/6/16,Standard Class,JJ-15445,19711
CA-2017-168837,14/10/17,17/10/17,First Class,JW-15955,94601
CA-2016-107783,28/7/16,29/7/16,First Class,OT-18730,18018
CA-2017-133095,4/6/17,4/6/17,Same Day,EH-14005,72401
CA-2017-124828,3/7/17,4/7/17,First Class,YS-21880,27217
CA-2016-130050,16/7/16,18/7/16,Second Class,MC-17425,77036
CA-2017-105991,5/5/17,6/5/17,First Class,LH-17020,80027
CA-2016-154536,5/9/16,9/9/16,Standard Class,JC-15340,19120
CA-2014-113166,24/12/14,26/12/14,First Class,LF-17185,33180
CA-2015-129896,15/6/15,20/6/15,Standard Class,PF-19120,85234
CA-2016-126935,19/5/16,24/5/16,Standard Class,BT-11395,94109
US-2014-121734,11/4/14,16/4/14,Standard Class,SE-20110,83501
CA-2014-133809,18/11/14,23/11/14,Second Class,MS-17530,45014
CA-2017-139661,30/10/17,3/11/17,Standard Class,JW-15220,98661
CA-2016-157266,26/5/16,1/6/16,Standard Class,TB-21280,20016
CA-2017-152912,9/11/17,12/11/17,Second Class,BM-11650,21044
US-2014-138835,10/9/14,14/9/14,Standard Class,DA-13450,23464
CA-2014-168368,11/2/14,15/2/14,Second Class,GA-14725,65203
CA-2016-107475,7/6/16,11/6/16,Standard Class,RS-19870,19120
US-2017-162558,2/10/17,5/10/17,First Class,Dp-13240,37918
US-2017-156083,4/11/17,11/11/17,Standard Class,JL-15175,38401
CA-2016-155551,18/4/16,23/4/16,Standard Class,CR-12580,60126
CA-2017-117457,8/12/17,12/12/17,Standard Class,KH-16510,94110
US-2015-128587,24/12/15,30/12/15,Standard Class,HM-14860,65807
CA-2016-106306,8/3/16,8/3/16,Same Day,PG-18820,85301
US-2015-164448,31/10/15,4/11/15,Second Class,DK-12835,93905
CA-2016-116596,27/10/16,31/10/16,Standard Class,BW-11200,10011
CA-2017-106068,23/10/17,28/10/17,Standard Class,RB-19330,78745
CA-2015-101924,4/9/15,9/9/15,Standard Class,KB-16585,97504
CA-2017-154501,30/4/17,5/5/17,Standard Class,EA-14035,90008
CA-2017-108000,12/1/17,16/1/17,Standard Class,LS-16945,94110
CA-2014-103317,5/7/14,8/7/14,First Class,DM-13525,32137
CA-2017-101434,20/6/17,27/6/17,Standard Class,TR-21325,7109
CA-2017-148068,18/9/17,25/9/17,Standard Class,MM-18280,10035
CA-2017-164707,18/2/17,21/2/17,Second Class,CV-12805,90045
CA-2014-143210,1/12/14,3/12/14,First Class,AA-10645,1852
CA-2015-169677,13/1/15,15/1/15,Second Class,KS-16300,31907
CA-2014-130960,30/12/14,4/1/15,Standard Class,KB-16600,48180
CA-2016-166674,1/4/16,3/4/16,Second Class,RB-19360,13021
CA-2015-104514,2/1/15,4/1/15,Second Class,CB-12535,19711
CA-2016-102792,13/12/16,19/12/16,Standard Class,JC-15340,92503
US-2016-112970,14/11/16,15/11/16,First Class,TB-21250,90049
CA-2014-163650,23/9/14,25/9/14,First Class,TT-21220,19901
CA-2017-139444,9/9/17,15/9/17,Standard Class,GK-14620,75023
US-2015-103996,29/3/15,31/3/15,Second Class,RB-19435,92105
CA-2015-104948,13/11/15,17/11/15,Standard Class,KH-16510,92404
CA-2016-131968,11/11/16,15/11/16,Standard Class,LB-16795,32712
CA-2014-164749,23/3/14,26/3/14,First Class,BG-11740,33445
CA-2017-163069,18/8/17,21/8/17,Second Class,PJ-19015,43229
CA-2014-122070,22/4/14,24/4/14,Second Class,AH-10030,12180
CA-2017-117114,31/10/17,5/11/17,Standard Class,CY-12745,60610
CA-2014-139892,8/9/14,12/9/14,Standard Class,BM-11140,78207
CA-2017-117947,18/8/17,23/8/17,Second Class,NG-18355,10011
CA-2014-130092,11/1/14,14/1/14,First Class,SV-20365,19901
CA-2016-100468,24/11/16,1/12/16,Standard Class,AT-10435,90045
CA-2015-169733,22/10/15,26/10/15,Second Class,GM-14500,33021
CA-2014-156433,20/9/14,26/9/14,Standard Class,ES-14020,94110
CA-2015-114069,13/7/15,15/7/15,Second Class,ND-18370,10035
CA-2015-125423,13/12/15,15/12/15,Second Class,MC-17575,90036
US-2016-107440,16/4/16,20/4/16,Standard Class,BS-11365,8701
US-2014-123183,19/11/14,25/11/14,Standard Class,GR-14560,19805
CA-2014-125682,22/11/14,25/11/14,First Class,RB-19645,30318
CA-2015-144890,25/12/15,29/12/15,Standard Class,SM-20320,90049
CA-2017-169607,12/10/17,15/10/17,First Class,CA-12265,10024
US-2014-112200,22/11/14,28/11/14,Standard Class,TC-21475,60440
CA-2016-162348,10/11/16,15/11/16,Standard Class,BF-11170,95823
CA-2017-130841,28/7/17,1/8/17,Standard Class,MH-17620,94110
CA-2014-127964,3/3/14,8/3/14,Standard Class,AP-10720,10035
CA-2016-157714,26/9/16,1/10/16,Second Class,CS-12175,52240
CA-2015-128013,9/8/15,16/8/15,Standard Class,MF-18250,10035
CA-2016-100510,12/5/16,17/5/16,Standard Class,HM-14860,10024
CA-2016-145303,28/8/16,31/8/16,First Class,TP-21415,75081
CA-2014-138450,18/10/14,22/10/14,Standard Class,EH-13765,19134
CA-2014-111962,29/9/14,4/10/14,Standard Class,EB-14170,98115
CA-2016-122518,4/3/16,8/3/16,Second Class,RF-19345,33180
CA-2017-166856,18/9/17,22/9/17,Standard Class,TS-21505,88101
CA-2014-127558,15/11/14,18/11/14,First Class,SS-20410,90008
CA-2015-127824,18/10/15,22/10/15,Standard Class,JC-15775,98115
CA-2017-118542,1/12/17,5/12/17,Standard Class,CC-12550,90008
CA-2015-105970,2/3/15,7/3/15,Standard Class,PA-19060,47374
CA-2014-145387,31/10/14,2/11/14,Second Class,AM-10705,2920
CA-2017-116113,2/10/17,6/10/17,Second Class,JW-15220,36116
CA-2017-152485,4/9/17,8/9/17,Standard Class,JD-15790,75019
CA-2017-136063,15/12/17,19/12/17,Standard Class,SS-20140,60302
CA-2016-105585,26/8/16,27/8/16,First Class,RF-19735,95123
CA-2016-155670,13/8/16,17/8/16,Second Class,EM-14065,28540
CA-2017-142867,17/3/17,21/3/17,Standard Class,PO-19180,77095
CA-2016-136231,5/9/16,7/9/16,Second Class,DM-13015,37604
US-2017-151316,24/6/17,30/6/17,Standard Class,MC-17635,62521
US-2017-106796,12/5/17,19/5/17,Standard Class,JP-16135,45503
CA-2015-136224,31/5/15,31/5/15,Same Day,ML-18265,28314
CA-2016-162222,3/4/16,3/4/16,Same Day,SR-20740,75081
CA-2016-124254,12/4/16,17/4/16,Standard Class,TB-21175,27893
CA-2015-119627,17/8/15,23/8/15,Standard Class,SC-20725,85345
US-2014-118486,6/4/14,8/4/14,First Class,SD-20485,19143
CA-2017-118017,3/12/17,6/12/17,Second Class,LC-16870,80229
CA-2014-130673,20/5/14,22/5/14,Second Class,MC-17590,78666
CA-2015-106362,11/12/15,15/12/15,Standard Class,LC-16885,45373
CA-2017-117436,8/6/17,14/6/17,Standard Class,LW-17125,6360
US-2016-156986,20/3/16,24/3/16,Standard Class,ZC-21910,97301
CA-2014-138527,12/9/14,17/9/14,Standard Class,BN-11470,27511
CA-2016-119186,26/5/16,26/5/16,Same Day,MS-17710,76106
CA-2016-106530,8/5/16,8/5/16,Same Day,CL-12565,44105
CA-2017-143798,10/12/17,12/12/17,First Class,AW-10840,19140
CA-2016-108581,20/6/16,26/6/16,Standard Class,EA-14035,75007
CA-2014-108707,24/10/14,29/10/14,Standard Class,DB-12910,33311
CA-2017-143455,11/11/17,18/11/17,Standard Class,ML-17755,45503
CA-2014-165379,9/7/14,15/7/14,Standard Class,BM-11650,75217
US-2017-150847,30/4/17,6/5/17,Standard Class,JF-15490,43229
CA-2017-125115,10/4/17,10/4/17,Same Day,RD-19930,78745
CA-2015-121097,3/1/15,8/1/15,Standard Class,SF-20965,77520
CA-2017-162565,11/12/17,11/12/17,Same Day,RR-19315,60505
CA-2016-162726,27/12/16,2/1/17,Standard Class,MT-17815,77642
CA-2015-118738,24/10/15,30/10/15,Standard Class,AG-10495,77041
CA-2016-149195,5/9/16,7/9/16,Second Class,DM-13525,77070
CA-2014-123225,11/7/14,14/7/14,First Class,MN-17935,79907
CA-2017-139717,24/8/17,26/8/17,Second Class,DM-13015,43130
CA-2017-160017,28/9/17,2/10/17,Standard Class,SP-20860,32216
CA-2017-138618,1/12/17,8/12/17,Standard Class,MY-17380,78207
US-2017-117450,4/9/17,8/9/17,Standard Class,DO-13645,33437
CA-2017-123071,3/12/17,6/12/17,First Class,CC-12550,75023
CA-2016-150483,31/5/16,4/6/16,Standard Class,BP-11290,62521
CA-2017-152933,12/10/17,16/10/17,Standard Class,MG-17650,75081
CA-2014-148285,27/10/14,1/11/14,Standard Class,RD-19810,28314
CA-2015-128608,12/1/15,17/1/15,Standard Class,CS-12490,43615
CA-2015-143700,26/7/15,26/7/15,Same Day,AS-10240,19140
CA-2017-129833,9/12/17,15/12/17,Standard Class,HF-14995,46203
CA-2017-125269,24/4/17,30/4/17,Standard Class,AF-10870,60610
CA-2014-105417,7/1/14,12/1/14,Standard Class,VS-21820,77340
CA-2016-149454,25/7/16,26/7/16,First Class,KM-16375,22204
CA-2017-150959,11/11/17,13/11/17,First Class,TD-20995,75043
CA-2016-128811,12/9/16,16/9/16,Standard Class,SF-20200,98103
CA-2015-111990,8/11/15,13/11/15,Standard Class,DB-13660,77095
CA-2017-163160,13/10/17,16/10/17,First Class,TS-21610,61032
US-2017-133312,25/11/17,29/11/17,Standard Class,BD-11500,94122
CA-2016-106621,29/9/16,1/10/16,Second Class,DM-12955,85364
US-2014-105151,30/3/14,31/3/14,First Class,SG-20890,10009
CA-2015-124044,23/7/15,26/7/15,Second Class,MS-17830,14609
CA-2017-117044,11/9/17,13/9/17,Second Class,HA-14920,60623
CA-2016-101742,23/9/16,28/9/16,Second Class,CR-12580,10009
CA-2016-123533,24/11/16,30/11/16,Standard Class,SC-20050,33012
CA-2017-160514,12/11/17,16/11/17,Standard Class,DB-13120,95051
CA-2016-155033,7/10/16,12/10/16,Standard Class,CC-12475,90032
CA-2016-130078,8/8/16,14/8/16,Standard Class,CC-12145,73120
CA-2017-142342,17/7/17,19/7/17,Second Class,AJ-10795,92307
CA-2014-134103,30/1/14,4/2/14,Standard Class,MV-18190,48234
CA-2015-115168,5/6/15,9/6/15,Standard Class,BB-11545,63301
CA-2015-122210,30/11/15,4/12/15,Standard Class,WB-21850,19134
CA-2016-158302,8/12/16,12/12/16,Second Class,JB-16045,43229
CA-2017-162572,25/9/17,27/9/17,Second Class,RB-19360,45231
CA-2017-123246,17/10/17,19/10/17,Second Class,AJ-10960,92037
CA-2017-135937,20/2/17,27/2/17,Standard Class,KM-16375,85234
US-2016-143280,22/2/16,26/2/16,Standard Class,TZ-21580,90045
CA-2015-162537,28/10/15,3/11/15,Standard Class,RD-19585,42420
US-2017-149006,6/12/17,8/12/17,Second Class,BN-11470,94513
CA-2014-167997,26/1/14,29/1/14,First Class,CA-11965,57701
CA-2014-125136,28/9/14,3/10/14,Standard Class,KD-16495,28314
CA-2015-155068,23/10/15,23/10/15,Same Day,RA-19285,33801
CA-2014-109932,9/12/14,11/12/14,First Class,VP-21760,78521
CA-2017-143294,2/6/17,8/6/17,Standard Class,JD-15790,77070
CA-2017-148992,23/11/17,27/11/17,Standard Class,CS-12250,60623
CA-2015-148712,17/4/15,23/4/15,Standard Class,JM-15535,10035
CA-2017-151176,13/2/17,20/2/17,Standard Class,SV-20785,21215
CA-2014-121727,19/8/14,24/8/14,Standard Class,JK-15625,43229
CA-2016-143308,4/11/16,4/11/16,Same Day,RC-19825,40214
CA-2015-113222,9/11/15,9/11/15,Same Day,AG-10765,46226
CA-2015-133837,13/4/15,18/4/15,Standard Class,TH-21100,85301
CA-2014-110849,18/4/14,23/4/14,Standard Class,JL-15835,90049
CA-2015-147851,3/12/15,8/12/15,Standard Class,MP-17470,10009
CA-2017-112515,17/9/17,21/9/17,Second Class,AS-10225,84604
CA-2017-131233,14/4/17,19/4/17,Standard Class,CS-12355,10024
CA-2016-150658,17/11/16,22/11/16,Standard Class,MS-17365,88220
CA-2014-124394,17/10/14,22/10/14,Second Class,TB-21520,77705
CA-2017-122028,18/8/17,25/8/17,Standard Class,CK-12205,44107
CA-2016-145240,6/9/16,8/9/16,First Class,BG-11740,77070
CA-2017-111808,16/12/17,20/12/17,Standard Class,AR-10510,74133
CA-2017-162635,9/10/17,10/10/17,First Class,EB-14170,28403
CA-2017-101945,24/11/17,28/11/17,Standard Class,GT-14710,77070
CA-2017-122644,12/11/17,17/11/17,Standard Class,SF-20965,43229
CA-2017-152695,10/12/17,10/12/17,Same Day,CC-12220,6824
CA-2016-150343,16/8/16,20/8/16,Standard Class,PK-19075,94110
CA-2015-165554,18/5/15,22/5/15,Standard Class,AJ-10780,90004
CA-2017-110842,11/11/17,16/11/17,Standard Class,GA-14725,90036
CA-2014-135755,3/5/14,10/5/14,Standard Class,NC-18415,10701
CA-2014-103527,9/9/14,14/9/14,Second Class,CC-12220,60653
CA-2015-132276,23/2/15,28/2/15,Standard Class,LC-16960,10024
CA-2016-133340,9/12/16,13/12/16,Standard Class,LH-17155,49201
CA-2015-149993,19/3/15,20/3/15,First Class,GA-14725,93534
CA-2017-145037,2/9/17,7/9/17,Second Class,TB-21055,6450
CA-2015-109337,21/11/15,23/11/15,Second Class,DL-13330,46226
CA-2015-128356,2/10/15,7/10/15,Standard Class,RP-19390,80229
CA-2015-117961,26/11/15,30/11/15,Standard Class,GP-14740,1453
CA-2016-161473,1/4/16,5/4/16,Standard Class,TB-21175,10035
CA-2016-151561,1/9/16,7/9/16,Standard Class,PG-18820,10011
CA-2014-128622,15/11/14,17/11/14,Second Class,SC-20260,94110
CA-2016-109911,12/5/16,16/5/16,Standard Class,VG-21805,23464
US-2014-140914,11/11/14,15/11/14,Standard Class,BH-11710,60653
CA-2014-158372,10/11/14,16/11/14,Standard Class,RD-19900,92037
CA-2017-147032,31/7/17,4/8/17,Standard Class,LB-16795,19805
US-2015-144771,2/10/15,4/10/15,First Class,CK-12205,97123
CA-2017-105193,25/3/17,31/3/17,Standard Class,JL-15835,10024
US-2017-133200,6/5/17,11/5/17,Standard Class,DB-13555,76106
CA-2014-113362,14/9/14,19/9/14,Standard Class,AJ-10960,14609
CA-2017-103212,13/10/17,14/10/17,First Class,MH-18025,70506
CA-2017-117128,5/12/17,8/12/17,Second Class,BF-11080,10024
US-2014-160780,21/6/14,21/6/14,Same Day,SV-20785,81001
CA-2016-141957,21/7/16,21/7/16,Same Day,JG-15310,43055
US-2017-132927,9/12/17,15/12/17,Standard Class,RD-19720,19134
CA-2016-102162,11/9/16,16/9/16,Standard Class,JF-15565,23602
CA-2017-106355,2/4/17,5/4/17,First Class,AT-10435,6450
CA-2015-116260,6/7/15,12/7/15,Standard Class,BF-10975,8360
CA-2014-148369,23/9/14,27/9/14,Standard Class,TH-21115,19711
US-2017-152569,15/5/17,20/5/17,Standard Class,JD-16015,60653
CA-2014-120411,20/9/14,23/9/14,First Class,SB-20185,60653
CA-2016-165169,5/6/16,11/6/16,Standard Class,JL-15235,19711
CA-2017-102407,9/12/17,13/12/17,Second Class,AT-10435,90004
CA-2016-101525,1/5/16,4/5/16,Second Class,CM-12235,72209
CA-2014-112291,3/4/14,8/4/14,Standard Class,KE-16420,90008
CA-2016-121034,8/8/16,10/8/16,Second Class,JF-15565,75081
CA-2015-157322,2/7/15,6/7/15,Standard Class,RH-19600,60188
CA-2017-168403,9/9/17,15/9/17,Standard Class,DK-12835,97206
CA-2017-141992,19/6/17,25/6/17,Standard Class,FO-14305,75220
