City,State,Postal Code,Region,Country,Customer ID
Albuquerque,New Mexico,87105,West,United States,ML-18040
Sparks,Nevada,89431,West,United States,LC-16930
Coachella,California,92236,West,United States,MC-17590
Elmhurst,Illinois,60126,Central,United States,CR-12580
Fairfield,Ohio,45014,East,United States,SV-20935
Arlington,Texas,76017,Central,United States,MZ-17515
San Francisco,California,94110,West,United States,RB-19795
Seattle,Washington,98103,West,United States,HM-14860
New York City,New York,10009,East,United States,AZ-10750
Houston,Texas,77070,Central,United States,JH-15910
Springfield,Virginia,22153,South,United States,PJ-18835
Farmington,New Mexico,87401,West,United States,CA-12265
Louisville,Colorado,80027,West,United States,PW-19240
Tampa,Florida,33614,South,United States,SW-20455
Passaic,New Jersey,7055,East,United States,AF-10870
Los Angeles,California,90004,West,United States,AM-10705
Philadelphia,Pennsylvania,19143,East,United States,BD-11320
North Charleston,South Carolina,29406,South,United States,CM-12385
San Jose,California,95123,West,United States,CS-12400
New York City,New York,10011,East,United States,DB-13405
Plainfield,New Jersey,7060,East,United States,JG-15160
Seattle,Washington,98115,West,United States,SC-20380
New York City,New York,10009,East,United States,CS-12460
Newport News,Virginia,23602,South,United States,MK-18160
Fayetteville,North Carolina,28314,South,United States,CM-11935
Los Angeles,California,90032,West,United States,PF-19225
Los Angeles,California,90036,West,United States,GM-14695
New York City,New York,10011,East,United States,DC-12850
Dallas,Texas,75220,Central,United States,FO-14305
Seattle,Washington,98105,West,United States,AH-10210
Seattle,Washington,98105,West,United States,KN-16705
Newark,Delaware,19711,East,United States,CB-12535
New York City,New York,10024,East,United States,TB-21250
Los Angeles,California,90049,West,United States,KD-16345
Jamestown,New York,14701,East,United States,JM-15865
Houston,Texas,77095,Central,United States,KT-16480
Mishawaka,Indiana,46544,Central,United States,SC-20575
San Diego,California,92037,West,United States,BS-11800
San Francisco,California,94109,West,United States,BT-11395
Miami,Florida,33178,South,United States,DC-12850
Skokie,Illinois,60076,Central,United States,LS-17200
San Francisco,California,94110,West,United States,RR-19315
San Francisco,California,94122,West,United States,KL-16645
Houston,Texas,77070,Central,United States,RB-19435
Los Angeles,California,90045,West,United States,MY-17380
Oklahoma City,Oklahoma,73120,Central,United States,AW-10930
Monroe,Louisiana,71203,South,United States,KW-16570
Tampa,Florida,33614,South,United States,DB-12910
Chicago,Illinois,60623,Central,United States,BB-11545
Bowling Green,Ohio,43402,East,United States,NP-18700
Houston,Texas,77095,Central,United States,PB-19105
Westfield,New Jersey,7090,East,United States,DW-13585
Oklahoma City,Oklahoma,73120,Central,United States,CD-12790
Houston,Texas,77041,Central,United States,TT-21220
Fort Lauderdale,Florida,33311,South,United States,DB-12910
Little Rock,Arkansas,72209,South,United States,DJ-13510
Philadelphia,Pennsylvania,19120,East,United States,DL-13495
La Quinta,California,92253,West,United States,LO-17170
Cleveland,Ohio,44105,East,United States,SV-20365
San Francisco,California,94122,West,United States,EM-13810
Scottsdale,Arizona,85254,West,United States,KD-16615
Philadelphia,Pennsylvania,19134,East,United States,NB-18580
Malden,Massachusetts,2148,East,United States,AP-10720
San Jose,California,95123,West,United States,JE-15745
Phoenix,Arizona,85023,West,United States,JM-15865
Henderson,Kentucky,42420,South,United States,AB-10105
Columbia,South Carolina,29203,South,United States,PN-18775
Tallahassee,Florida,32303,South,United States,JC-15775
New York City,New York,10035,East,United States,PF-19165
Houston,Texas,77070,Central,United States,BW-11110
Coral Springs,Florida,33065,South,United States,BP-11185
Orem,Utah,84057,West,United States,TM-21010
Nashville,Tennessee,37211,South,United States,MB-17305
New York City,New York,10009,East,United States,HR-14830
Bowling Green,Kentucky,42104,South,United States,BD-11635
Bellingham,Washington,98226,West,United States,SF-20200
New York City,New York,10011,East,United States,SP-20620
Newark,Ohio,43055,East,United States,DR-12880
Woodstock,Illinois,60098,Central,United States,VM-21685
Carrollton,Texas,75007,Central,United States,CM-12235
Lafayette,Indiana,47905,Central,United States,SM-20320
Columbus,Georgia,31907,South,United States,RA-19885
Alexandria,Virginia,22304,South,United States,SD-20485
Haltom City,Texas,76117,Central,United States,CS-12250
New York City,New York,10024,East,United States,RA-19285
Los Angeles,California,90004,West,United States,BF-11005
Wheeling,Illinois,60090,Central,United States,SE-20110
Summerville,South Carolina,29483,South,United States,RS-19765
Columbus,Indiana,47201,Central,United States,BM-11650
New York City,New York,10024,East,United States,SK-19990
New York City,New York,10035,East,United States,EN-13780
Jacksonville,Florida,32216,South,United States,KN-16450
San Diego,California,92024,West,United States,MG-17890
Arlington,Texas,76017,Central,United States,MC-17590
Los Angeles,California,90045,West,United States,BO-11350
Los Angeles,California,90049,West,United States,AG-10300
San Francisco,California,94110,West,United States,MS-17365
Carlsbad,New Mexico,88220,West,United States,JM-15655
Saint Louis,Missouri,63116,Central,United States,MC-17635
New York City,New York,10024,East,United States,TA-21385
Springfield,Ohio,45503,East,United States,SB-20290
Tulsa,Oklahoma,74133,Central,United States,AB-10150
Seattle,Washington,98103,West,United States,JF-15295
Fayetteville,North Carolina,28314,South,United States,BF-10975
Los Angeles,California,90045,West,United States,TT-21265
New York City,New York,10035,East,United States,SB-20170
Hot Springs,Arkansas,71901,South,United States,LM-17065
Aurora,Illinois,60505,Central,United States,KA-16525
Raleigh,North Carolina,27604,South,United States,BF-11170
Tulsa,Oklahoma,74133,Central,United States,TB-21400
Hesperia,California,92345,West,United States,SH-19975
Provo,Utah,84604,West,United States,AS-10225
San Francisco,California,94110,West,United States,PK-19075
Gilbert,Arizona,85234,West,United States,HR-14830
New York City,New York,10035,East,United States,DG-13300
Springfield,Missouri,65807,Central,United States,CL-12700
Memphis,Tennessee,38109,South,United States,HF-14995
Amarillo,Texas,79109,Central,United States,HG-15025
Los Angeles,California,90045,West,United States,NL-18310
Lowell,Massachusetts,1852,East,United States,RR-19525
San Diego,California,92024,West,United States,TC-21295
Asheville,North Carolina,28806,South,United States,DB-13615
Pueblo,Colorado,81001,West,United States,SV-20785
Jackson,Michigan,49201,Central,United States,MH-18115
Los Angeles,California,90004,West,United States,CT-11995
Thomasville,North Carolina,27360,South,United States,KB-16315
Peoria,Illinois,61604,Central,United States,RA-19285
Los Angeles,California,90032,West,United States,YC-21895
Chicago,Illinois,60653,Central,United States,RA-19915
Philadelphia,Pennsylvania,19134,East,United States,CM-12160
Englewood,Colorado,80112,West,United States,CS-12130
Seattle,Washington,98115,West,United States,AJ-10795
Hialeah,Florida,33012,South,United States,DL-12865
Lancaster,Ohio,43130,East,United States,BE-11410
Jacksonville,Florida,32216,South,United States,SM-20320
Baltimore,Maryland,21215,East,United States,RP-19390
New York City,New York,10009,East,United States,JD-16015
Carlsbad,New Mexico,88220,West,United States,AB-10255
Los Angeles,California,90049,West,United States,CC-12145
Jacksonville,Florida,32216,South,United States,GH-14425
Lakewood,Ohio,44107,East,United States,CP-12085
Troy,New York,12180,East,United States,GM-14440
Wilmington,North Carolina,28403,South,United States,LC-16885
Seattle,Washington,98105,West,United States,BT-11305
New York City,New York,10024,East,United States,CP-12085
Columbus,Georgia,31907,South,United States,SC-20680
New York City,New York,10024,East,United States,DK-13375
Costa Mesa,California,92627,West,United States,SE-20110
Houston,Texas,77095,Central,United States,LF-17185
Cary,North Carolina,27511,South,United States,ON-18715
Alexandria,Virginia,22304,South,United States,TB-21400
Vallejo,California,94591,West,United States,DF-13135
Philadelphia,Pennsylvania,19120,East,United States,EP-13915
Toledo,Ohio,43615,East,United States,SK-19990
Seattle,Washington,98105,West,United States,FH-14350
Plainfield,New Jersey,7060,East,United States,EH-13945
Las Cruces,New Mexico,88001,West,United States,JE-15715
Newark,Delaware,19711,East,United States,KL-16645
Hoover,Alabama,35244,South,United States,EB-13750
Newark,Ohio,43055,East,United States,BD-11725
San Diego,California,92037,West,United States,MS-17530
San Francisco,California,94122,West,United States,SC-20770
Jacksonville,North Carolina,28540,South,United States,FM-14380
Franklin,Massachusetts,2038,East,United States,KT-16480
Frisco,Texas,75034,Central,United States,AP-10720
Tallahassee,Florida,32303,South,United States,RH-19555
Seattle,Washington,98115,West,United States,CS-11950
Vacaville,California,95687,West,United States,TM-21010
Los Angeles,California,90008,West,United States,HF-14995
San Francisco,California,94122,West,United States,GA-14515
New York City,New York,10035,East,United States,ES-14020
Columbus,Georgia,31907,South,United States,JP-16135
Murray,Utah,84107,West,United States,Dp-13240
San Francisco,California,94110,West,United States,NK-18490
Philadelphia,Pennsylvania,19140,East,United States,PL-18925
Philadelphia,Pennsylvania,19134,East,United States,RW-19690
Dallas,Texas,75220,Central,United States,MO-17950
Waukesha,Wisconsin,53186,Central,United States,JJ-15445
Fort Lauderdale,Florida,33311,South,United States,BT-11680
Detroit,Michigan,48205,Central,United States,RD-19585
Springfield,Ohio,45503,East,United States,ML-17755
San Diego,California,92037,West,United States,JE-15745
Colorado Springs,Colorado,80906,West,United States,ER-13855
Bakersfield,California,93309,West,United States,JM-15535
Pompano Beach,Florida,33068,South,United States,SS-20140
New York City,New York,10035,East,United States,TC-21295
Lakeville,Minnesota,55044,Central,United States,HG-15025
Detroit,Michigan,48234,Central,United States,LD-17005
Philadelphia,Pennsylvania,19134,East,United States,AS-10285
Troy,Ohio,45373,East,United States,MP-17965
Los Angeles,California,90036,West,United States,CD-12790
Corpus Christi,Texas,78415,Central,United States,MD-17860
Omaha,Nebraska,68104,Central,United States,BM-11650
Redondo Beach,California,90278,West,United States,KN-16450
Little Rock,Arkansas,72209,South,United States,IG-15085
Miami,Florida,33180,South,United States,JS-15595
Salem,Oregon,97301,West,United States,GA-14725
Las Cruces,New Mexico,88001,West,United States,DL-13330
San Francisco,California,94122,West,United States,CS-12505
El Paso,Texas,79907,Central,United States,CC-12145
Seattle,Washington,98115,West,United States,MH-18025
Milwaukee,Wisconsin,53209,Central,United States,MP-18175
Franklin,Massachusetts,2038,East,United States,DR-12940
Encinitas,California,92024,West,United States,DM-13015
Anaheim,California,92804,West,United States,BD-11620
Arlington,Texas,76017,Central,United States,DC-12850
Houston,Texas,77041,Central,United States,MT-18070
Lancaster,Ohio,43130,East,United States,MJ-17740
Portland,Oregon,97206,West,United States,ND-18370
Hoover,Alabama,35244,South,United States,CA-11965
Los Angeles,California,90036,West,United States,GA-14725
Tallahassee,Florida,32303,South,United States,TC-21295
New York City,New York,10009,East,United States,JB-15400
Chesapeake,Virginia,23320,South,United States,CK-12325
Fayetteville,North Carolina,28314,South,United States,RL-19615
Huntsville,Texas,77340,Central,United States,AC-10660
Philadelphia,Pennsylvania,19140,East,United States,BH-11710
Woodstock,Illinois,60098,Central,United States,BG-11695
Everett,Massachusetts,2149,East,United States,XP-21865
Chicago,Illinois,60653,Central,United States,SN-20560
Roswell,Georgia,30076,South,United States,DM-13345
Palm Coast,Florida,32137,South,United States,AJ-10780
Philadelphia,Pennsylvania,19120,East,United States,KC-16255
Columbus,Indiana,47201,Central,United States,VF-21715
Oceanside,New York,11572,East,United States,SV-20935
Franklin,Massachusetts,2038,East,United States,EM-13810
Sioux Falls,South Dakota,57103,Central,United States,RB-19360
San Diego,California,92037,West,United States,DJ-13510
Fayetteville,North Carolina,28314,South,United States,CC-12370
Atlanta,Georgia,30318,South,United States,SC-20380
Orlando,Florida,32839,South,United States,RH-19495
San Francisco,California,94122,West,United States,JK-15370
Toledo,Ohio,43615,East,United States,AF-10885
Saint Petersburg,Florida,33710,South,United States,LC-16885
Tucson,Arizona,85705,West,United States,BF-11275
Los Angeles,California,90036,West,United States,SC-20800
San Diego,California,92105,West,United States,SW-20275
New York City,New York,10035,East,United States,MC-17845
San Diego,California,92037,West,United States,TD-20995
Westfield,New Jersey,7090,East,United States,Dp-13240
Orange,New Jersey,7050,East,United States,SD-20485
Woodstock,Illinois,60098,Central,United States,TM-21010
San Francisco,California,94110,West,United States,BK-11260
San Francisco,California,94122,West,United States,JF-15490
Tempe,Arizona,85281,West,United States,EP-13915
Los Angeles,California,90008,West,United States,EP-13915
Seattle,Washington,98105,West,United States,KH-16630
Lake Charles,Louisiana,70601,South,United States,HG-14845
Rochester,New York,14609,East,United States,JC-16105
Long Beach,New York,11561,East,United States,KM-16720
Charlotte,North Carolina,28205,South,United States,EB-13975
Houston,Texas,77036,Central,United States,PW-19240
New York City,New York,10035,East,United States,PG-18895
Columbus,Georgia,31907,South,United States,DB-12910
Chicago,Illinois,60610,Central,United States,CR-12730
Highland Park,Illinois,60035,Central,United States,KH-16330
Eagan,Minnesota,55122,Central,United States,DL-12925
Seattle,Washington,98103,West,United States,ME-17725
Coral Springs,Florida,33065,South,United States,VD-21670
Hempstead,New York,11550,East,United States,CK-12205
Noblesville,Indiana,46060,Central,United States,DL-12925
Dallas,Texas,75220,Central,United States,SE-20110
Philadelphia,Pennsylvania,19140,East,United States,LS-17200
San Francisco,California,94109,West,United States,MM-17920
Austin,Texas,78745,Central,United States,DB-13270
Detroit,Michigan,48234,Central,United States,RW-19630
Watertown,New York,13601,East,United States,JM-16195
Columbus,Georgia,31907,South,United States,BP-11155
Apple Valley,Minnesota,55124,Central,United States,CT-11995
Burlington,North Carolina,27217,South,United States,TH-21550
Saginaw,Michigan,48601,Central,United States,ME-17320
San Francisco,California,94109,West,United States,TT-21220
Seattle,Washington,98105,West,United States,GT-14710
Milwaukee,Wisconsin,53209,Central,United States,JD-16150
Los Angeles,California,90049,West,United States,MC-18100
San Francisco,California,94122,West,United States,LH-17020
San Diego,California,92024,West,United States,MP-18175
Glendale,Arizona,85301,West,United States,EM-14140
New York City,New York,10035,East,United States,GG-14650
Watertown,New York,13601,East,United States,MA-17995
Springfield,Ohio,45503,East,United States,SH-20395
Los Angeles,California,90032,West,United States,KT-16465
Seattle,Washington,98115,West,United States,PO-19180
Oceanside,California,92054,West,United States,AY-10555
Skokie,Illinois,60076,Central,United States,Co-12640
Fayetteville,North Carolina,28314,South,United States,JF-15565
Tulsa,Oklahoma,74133,Central,United States,AR-10510
Allen,Texas,75002,Central,United States,AG-10675
Philadelphia,Pennsylvania,19143,East,United States,DV-13045
Rochester,New York,14609,East,United States,HL-15040
Mount Pleasant,South Carolina,29464,South,United States,ND-18370
Philadelphia,Pennsylvania,19134,East,United States,GB-14575
Seattle,Washington,98115,West,United States,CL-12565
Springfield,Oregon,97477,West,United States,RC-19960
Columbus,Georgia,31907,South,United States,JB-16045
Los Angeles,California,90032,West,United States,MC-17635
New York City,New York,10024,East,United States,TT-21265
Detroit,Michigan,48227,Central,United States,MJ-17740
Stockton,California,95207,West,United States,AT-10735
Phoenix,Arizona,85023,West,United States,PB-19150
Philadelphia,Pennsylvania,19120,East,United States,NW-18400
Sterling Heights,Michigan,48310,Central,United States,VP-21730
Rochester,New York,14609,East,United States,RD-19810
New York City,New York,10011,East,United States,MG-17875
Eau Claire,Wisconsin,54703,Central,United States,PA-19060
New York City,New York,10009,East,United States,CR-12730
Rancho Cucamonga,California,91730,West,United States,AA-10375
Murray,Kentucky,42071,South,United States,JG-15160
Toledo,Ohio,43615,East,United States,RR-19525
Louisville,Colorado,80027,West,United States,SR-20425
New York City,New York,10035,East,United States,LS-16975
Pharr,Texas,78577,Central,United States,MH-18115
West Jordan,Utah,84084,West,United States,SC-20095
Brownsville,Texas,78521,Central,United States,JB-16000
New York City,New York,10011,East,United States,AC-10450
Philadelphia,Pennsylvania,19140,East,United States,MO-17800
Billings,Montana,59102,West,United States,RB-19645
Chesapeake,Virginia,23320,South,United States,AI-10855
Gresham,Oregon,97030,West,United States,DR-12880
Lincoln Park,Michigan,48146,Central,United States,DM-12955
Gresham,Oregon,97030,West,United States,JH-16180
Philadelphia,Pennsylvania,19143,East,United States,AB-10060
Monroe,Louisiana,71203,South,United States,BD-11605
Pasadena,California,91104,West,United States,AS-10045
Chattanooga,Tennessee,37421,South,United States,ZD-21925
Long Beach,California,90805,West,United States,KF-16285
Troy,Ohio,45373,East,United States,BP-11230
Minneapolis,Minnesota,55407,Central,United States,CC-12430
Seattle,Washington,98105,West,United States,DB-13615
Columbus,Georgia,31907,South,United States,TC-21475
Meridian,Idaho,83642,West,United States,NZ-18565
Detroit,Michigan,48227,Central,United States,SW-20350
Chicago,Illinois,60623,Central,United States,TS-21370
Newark,Ohio,43055,East,United States,DM-13345
Dallas,Texas,75081,Central,United States,RE-19450
Newark,Delaware,19711,East,United States,JD-16150
Albuquerque,New Mexico,87105,West,United States,BF-11215
Toledo,Ohio,43615,East,United States,ML-17755
Newark,Delaware,19711,East,United States,YC-21895
Los Angeles,California,90045,West,United States,LR-16915
Los Angeles,California,90032,West,United States,BS-11755
Dallas,Texas,75217,Central,United States,KM-16375
San Diego,California,92037,West,United States,BT-11530
Apple Valley,California,92307,West,United States,KB-16405
Louisville,Kentucky,40214,South,United States,DW-13480
New York City,New York,10024,East,United States,JC-15340
Houston,Texas,77070,Central,United States,TP-21415
Henderson,Kentucky,42420,South,United States,DB-12910
Newark,Delaware,19711,East,United States,BH-11710
Bolingbrook,Illinois,60440,Central,United States,TD-20995
Fort Worth,Texas,76106,Central,United States,CV-12805
New York City,New York,10024,East,United States,CS-12355
Providence,Rhode Island,2908,East,United States,JG-15310
Columbus,Ohio,43229,East,United States,JP-16135
New York City,New York,10024,East,United States,EC-14050
Houston,Texas,77070,Central,United States,KH-16630
Aurora,Illinois,60505,Central,United States,FG-14260
Springfield,Missouri,65807,Central,United States,AA-10480
Seattle,Washington,98105,West,United States,MS-17770
Lakeland,Florida,33801,South,United States,JE-15610
Philadelphia,Pennsylvania,19134,East,United States,EB-14110
New York City,New York,10011,East,United States,BP-11155
Los Angeles,California,90049,West,United States,CC-12100
Oceanside,New York,11572,East,United States,JP-15460
Dallas,Texas,75081,Central,United States,LS-16975
New York City,New York,10035,East,United States,JL-15850
San Antonio,Texas,78207,Central,United States,CY-12745
Cincinnati,Ohio,45231,East,United States,RB-19360
Austin,Texas,78745,Central,United States,AR-10825
Seattle,Washington,98105,West,United States,CS-11845
Los Angeles,California,90004,West,United States,AR-10825
New York City,New York,10035,East,United States,RD-19810
Seattle,Washington,98103,West,United States,KH-16510
Newark,Ohio,43055,East,United States,NF-18385
Maple Grove,Minnesota,55369,Central,United States,SM-20950
Glendale,Arizona,85301,West,United States,GH-14410
New York City,New York,10009,East,United States,EM-13810
Jacksonville,North Carolina,28540,South,United States,DB-13210
Houston,Texas,77070,Central,United States,PT-19090
San Francisco,California,94109,West,United States,HF-14995
Lansing,Michigan,48911,Central,United States,KW-16435
Tallahassee,Florida,32303,South,United States,KC-16675
Columbia,South Carolina,29203,South,United States,PK-19075
Chicago,Illinois,60623,Central,United States,KT-16465
Detroit,Michigan,48227,Central,United States,EP-13915
Fort Collins,Colorado,80525,West,United States,AP-10915
New York City,New York,10024,East,United States,SH-20395
New York City,New York,10011,East,United States,SM-20950
Columbia,Maryland,21044,East,United States,BM-11650
Houston,Texas,77041,Central,United States,TC-20980
Lowell,Massachusetts,1852,East,United States,KB-16585
Woodland,California,95695,West,United States,JE-16165
Chicago,Illinois,60610,Central,United States,DR-12940
New York City,New York,10035,East,United States,RW-19630
Missouri City,Texas,77489,Central,United States,ML-18040
Houston,Texas,77036,Central,United States,JL-15130
Jackson,Mississippi,39212,South,United States,CM-12655
New York City,New York,10009,East,United States,FH-14365
Tempe,Arizona,85281,West,United States,EH-13945
Jacksonville,North Carolina,28540,South,United States,TB-21280
Philadelphia,Pennsylvania,19134,East,United States,AH-10030
Akron,Ohio,44312,East,United States,TT-21070
San Diego,California,92037,West,United States,RD-19900
Fresno,California,93727,West,United States,LA-16780
Pearland,Texas,77581,Central,United States,SH-19975
Richmond,Indiana,47374,Central,United States,SF-20200
Philadelphia,Pennsylvania,19134,East,United States,TH-21235
San Mateo,California,94403,West,United States,VG-21790
Oakland,California,94601,West,United States,NP-18325
New York City,New York,10024,East,United States,FH-14275
Lakewood,New Jersey,8701,East,United States,JP-15460
Tempe,Arizona,85281,West,United States,ES-14080
New York City,New York,10035,East,United States,KL-16645
New York City,New York,10009,East,United States,BN-11515
Houston,Texas,77095,Central,United States,ND-18370
Riverside,California,92503,West,United States,JL-15130
Fairfield,Connecticut,6824,East,United States,RC-19825
New York City,New York,10024,East,United States,CC-12475
Houston,Texas,77095,Central,United States,DW-13195
Arlington,Virginia,22204,South,United States,CK-12760
Chicago,Illinois,60623,Central,United States,EG-13900
Grand Prairie,Texas,75051,Central,United States,SJ-20215
Seattle,Washington,98103,West,United States,BP-11185
Seattle,Washington,98103,West,United States,SJ-20125
Grand Rapids,Michigan,49505,Central,United States,MC-17590
Philadelphia,Pennsylvania,19120,East,United States,BG-11740
Chicago,Illinois,60610,Central,United States,MA-17560
Seattle,Washington,98105,West,United States,CC-12220
Jacksonville,Florida,32216,South,United States,RA-19885
Franklin,Tennessee,37064,South,United States,DK-12835
Highland Park,Illinois,60035,Central,United States,LB-16795
Pasadena,Texas,77506,Central,United States,CM-11815
San Francisco,California,94109,West,United States,TS-21205
Miami,Florida,33180,South,United States,RF-19345
Philadelphia,Pennsylvania,19120,East,United States,JF-15565
Decatur,Alabama,35601,South,United States,EH-14185
Sioux Falls,South Dakota,57103,Central,United States,VW-21775
Visalia,California,93277,West,United States,KN-16450
Los Angeles,California,90049,West,United States,SJ-20215
Los Angeles,California,90032,West,United States,PS-19045
Overland Park,Kansas,66212,Central,United States,KM-16225
Alexandria,Virginia,22304,South,United States,GM-14695
Raleigh,North Carolina,27604,South,United States,KT-16465
New York City,New York,10035,East,United States,MH-17785
Fairfield,Ohio,45014,East,United States,AF-10885
Muskogee,Oklahoma,74403,Central,United States,JP-16135
Temecula,California,92592,West,United States,RD-19585
Sterling Heights,Michigan,48310,Central,United States,JF-15295
San Diego,California,92024,West,United States,CK-12595
Dallas,Texas,75081,Central,United States,KH-16510
New York City,New York,10035,East,United States,CM-12655
Phoenix,Arizona,85023,West,United States,EB-13870
San Francisco,California,94122,West,United States,MW-18235
Philadelphia,Pennsylvania,19140,East,United States,CS-11950
Laredo,Texas,78041,Central,United States,SP-20620
New York City,New York,10009,East,United States,GT-14635
New York City,New York,10035,East,United States,LW-17215
Gulfport,Mississippi,39503,South,United States,AH-10030
San Diego,California,92037,West,United States,TH-21100
Oceanside,New York,11572,East,United States,HG-15025
Round Rock,Texas,78664,Central,United States,EB-13750
Redlands,California,92374,West,United States,SC-20725
Columbia,Tennessee,38401,South,United States,TS-21505
New York City,New York,10009,East,United States,TH-21550
Houston,Texas,77095,Central,United States,KD-16270
Chicago,Illinois,60653,Central,United States,GM-14455
Oakland,California,94601,West,United States,PR-18880
Quincy,Massachusetts,2169,East,United States,TB-21055
Yucaipa,California,92399,West,United States,ON-18715
Chicago,Illinois,60623,Central,United States,AH-10195
Seattle,Washington,98105,West,United States,NM-18520
New York City,New York,10024,East,United States,AR-10510
San Diego,California,92037,West,United States,BM-11650
Bristol,Connecticut,6010,East,United States,CA-12310
Chicago,Illinois,60610,Central,United States,NF-18595
Chicago,Illinois,60610,Central,United States,AF-10870
New York City,New York,10024,East,United States,TC-21535
Revere,Massachusetts,2151,East,United States,Dp-13240
Houston,Texas,77036,Central,United States,MC-17425
Mission Viejo,California,92691,West,United States,LC-17050
Dallas,Texas,75217,Central,United States,BM-11650
Las Vegas,Nevada,89115,West,United States,NW-18400
Norman,Oklahoma,73071,Central,United States,TB-21280
San Francisco,California,94122,West,United States,BS-11755
Hempstead,New York,11550,East,United States,SO-20335
Conroe,Texas,77301,Central,United States,CS-12490
Houston,Texas,77095,Central,United States,PO-19180
Philadelphia,Pennsylvania,19120,East,United States,TD-20995
Tampa,Florida,33614,South,United States,SP-20620
New York City,New York,10035,East,United States,MS-17365
Charlotte,North Carolina,28205,South,United States,Dp-13240
Dallas,Texas,75081,Central,United States,DB-13660
Seattle,Washington,98103,West,United States,MG-17650
Pasadena,Texas,77506,Central,United States,EH-14185
Philadelphia,Pennsylvania,19143,East,United States,CL-11890
Indianapolis,Indiana,46203,Central,United States,KF-16285
Richmond,Kentucky,40475,South,United States,DH-13075
Tinley Park,Illinois,60477,Central,United States,LA-16780
Houston,Texas,77095,Central,United States,HZ-14950
Los Angeles,California,90004,West,United States,CM-12190
Columbus,Ohio,43229,East,United States,LB-16795
Columbus,Ohio,43229,East,United States,JF-15490
San Francisco,California,94122,West,United States,GM-14695
Madison,Wisconsin,53711,Central,United States,SS-20590
Aurora,Colorado,80013,West,United States,TC-21475
New York City,New York,10024,East,United States,CC-12430
Los Angeles,California,90004,West,United States,CL-12565
Dubuque,Iowa,52001,Central,United States,DE-13255
Lancaster,Ohio,43130,East,United States,SZ-20035
Inglewood,California,90301,West,United States,LF-17185
Bellevue,Washington,98006,West,United States,AB-10165
Chicago,Illinois,60610,Central,United States,NM-18520
Dallas,Texas,75217,Central,United States,RA-19945
San Francisco,California,94122,West,United States,PO-19195
New York City,New York,10024,East,United States,KA-16525
New York City,New York,10011,East,United States,JD-16150
Philadelphia,Pennsylvania,19140,East,United States,JO-15145
Newark,Delaware,19711,East,United States,LE-16810
New York City,New York,10024,East,United States,AH-10690
Auburn,Alabama,36830,South,United States,KN-16705
Los Angeles,California,90049,West,United States,TB-21250
San Francisco,California,94110,West,United States,DP-13390
Raleigh,North Carolina,27604,South,United States,KN-16705
Macon,Georgia,31204,South,United States,ST-20530
Nashville,Tennessee,37211,South,United States,EB-13870
Nashville,Tennessee,37211,South,United States,AH-10210
Philadelphia,Pennsylvania,19143,East,United States,AS-10090
Dallas,Texas,75081,Central,United States,EM-13825
Perth Amboy,New Jersey,8861,East,United States,KA-16525
Jacksonville,Florida,32216,South,United States,HJ-14875
Jacksonville,Florida,32216,South,United States,ND-18370
Revere,Massachusetts,2151,East,United States,EH-13765
Jacksonville,North Carolina,28540,South,United States,MH-17455
San Francisco,California,94122,West,United States,CL-11890
Columbus,Ohio,43229,East,United States,SF-20965
Dearborn Heights,Michigan,48127,Central,United States,EP-13915
Overland Park,Kansas,66212,Central,United States,RW-19630
Santa Fe,New Mexico,87505,West,United States,SJ-20500
San Francisco,California,94110,West,United States,SP-20620
Mobile,Alabama,36608,South,United States,PJ-19015
Springfield,Virginia,22153,South,United States,CC-12610
Newark,Delaware,19711,East,United States,MY-18295
Hickory,North Carolina,28601,South,United States,DB-13210
Fort Lauderdale,Florida,33311,South,United States,MG-17875
Carol Stream,Illinois,60188,Central,United States,RH-19600
Saint Cloud,Minnesota,56301,Central,United States,KB-16240
Los Angeles,California,90036,West,United States,CA-12055
Mobile,Alabama,36608,South,United States,JK-15730
Austin,Texas,78745,Central,United States,RD-19930
New York City,New York,10009,East,United States,JK-16120
Plano,Texas,75023,Central,United States,SC-20020
Chicago,Illinois,60653,Central,United States,HW-14935
Jackson,Mississippi,39212,South,United States,SC-20800
Fayetteville,North Carolina,28314,South,United States,HA-14920
Aurora,Illinois,60505,Central,United States,MG-17875
Sacramento,California,95823,West,United States,DM-12955
Des Moines,Iowa,50315,Central,United States,DM-13345
San Diego,California,92105,West,United States,ML-17395
Dallas,Texas,75081,Central,United States,GA-14515
Jackson,Mississippi,39212,South,United States,SU-20665
San Diego,California,92024,West,United States,BD-11320
Orlando,Florida,32839,South,United States,DB-13405
Lafayette,Indiana,47905,Central,United States,RP-19855
New York City,New York,10035,East,United States,EH-13765
Los Angeles,California,90049,West,United States,JL-15835
New York City,New York,10024,East,United States,FM-14380
Henderson,Kentucky,42420,South,United States,SB-20290
Columbus,Ohio,43229,East,United States,SV-20365
College Station,Texas,77840,Central,United States,MM-17920
Richmond,Kentucky,40475,South,United States,RD-19810
Chicago,Illinois,60653,Central,United States,ME-17320
Philadelphia,Pennsylvania,19120,East,United States,FH-14275
Los Angeles,California,90036,West,United States,PO-18865
Los Angeles,California,90008,West,United States,CC-12550
San Francisco,California,94122,West,United States,TS-21505
Akron,Ohio,44312,East,United States,MD-17350
Los Angeles,California,90049,West,United States,GT-14755
Independence,Missouri,64055,Central,United States,RD-19660
